  48,100,-88, 30, 70,-8,-8, 5, 4,-8,-8,-9,-9,-8
  49,100,-88, 30, 70,-8,-8, 5, 4,-8,-8,-9,-9,-8
  50,  0,-88,-88,-88,-8,-8,-8,-8,-8,-8,-8,-8,-8
  51, 95, 20, 60, 20,-8, 5, 4, 1,-8,-9,-9,-9,-8
  52,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  53, 95,-88, 20, 80,-8,-8, 4, 1,-8,-8,-9,-9,-8
  54, 95,-88, 80, 20,-8,-8, 4, 1,-8,-8,-9,-9,-8
  55, 80,-88, 40, 40,-8,-8, 4, 1,-8,-8,-9,-9,-8
  56, 80,-88, 20, 60,-8,-8, 4, 1,-8,-8,-9,-9,-8
  57, 95,-88, 80, 20,-8,-8, 4, 1,-8,-8,-9,-9,-8
  58, 50,-88,-88, 50,-8,-8,-8, 1,-8,-8,-8,-9,-8
  59,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  60, 40,-88, 20, 20,-8,-8, 4, 1,-8,-8,-9,-9,-8
  61, 95,-88, 50, 50,-8,-8, 4, 1,-8,-8,-9,-9,-8
  62,  0,-88,-88,-88,-8,-8,-8,-8,-8,-8,-8,-8,-8
  63, 80,-88,-88, 80,-8,-8,-8, 1,-8,-8,-8,-9,-8
  64, 80,-88, 20, 60,-8,-8, 4, 1,-8,-8,-9,-9,-8
  65,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  66,100,-88,-88,100,-8,-8,-8, 7,-8,-8,-8, 8,-8
  67,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  68,100,-88,-88,100,-8,-8,-8, 5,-8,-8,-8, 8,-8
  69, 95,-88, 80, 20,-8,-8, 4, 1,-8,-8,-9,-9,-8
  70,100,-88,-88,100,-8,-8,-8, 5,-8,-8,-8, 8,-8
  71,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  72, 95,-88, 80, 20,-8,-8, 4, 1,-8,-8,-9,-9,-8
  73,100,-88,-88,100,-8,-8,-8, 7,-8,-8,-8, 8,-8
  74, 95,-88, 80, 20,-8,-8, 4, 1,-8,-8,-9,-9,-8
  75,100,-88,-88,100,-8,-8,-8, 5,-8,-8,-8, 8,-8
  76,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  77,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  78,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  79,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  80,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  81, 20,-88, 10, 10,-8,-8, 4, 1,-8,-8,-9,-9,-8
  82, 80,-88,-88, 80,-8,-8,-8, 1,-8,-8,-8,-9,-8
  83, 80,-88,-88, 80,-8,-8,-8, 1,-8,-8,-8,-9,-8
  84, 50,-88,-88, 50,-8,-8,-8, 1,-8,-8,-8,-9,-8
  85,100,-88,-88,100,-8,-8,-8, 4,-8,-8,-8, 8,-8
  86, 95,-88, 80, 20,-8,-8, 4, 1,-8,-8,-9,-9,-8
  87, 50,-88,-88, 50,-8,-8,-8, 1,-8,-8,-8,-9,-8
  88, 95,-88, 20, 80,-8,-8, 4, 1,-8,-8,-9,-9,-8
  89, 95,-88, 20, 80,-8,-8, 4, 1,-8,-8,-9,-9,-8
